pin,slack
DATA_iobuf[6]/U0/U_IOOUTFF:Y,3797
Analog_1/DataBuf_1/RAM_2/ram_ram_0_1/CFG_32:C,8168
Analog_1/DataBuf_1/RAM_2/ram_ram_0_1/CFG_32:IPC,8168
SSITop_2/SSIDataLatch[26]:CLK,
SSITop_2/SSIDataLatch[26]:D,15326
SSITop_2/SSIDataLatch[26]:EN,12103
SSITop_2/SSIDataLatch[26]:Q,
Quad_1/QuadXface_4/QuadDataOut_1_m2[9]:A,13661
Quad_1/QuadXface_4/QuadDataOut_1_m2[9]:B,13520
Quad_1/QuadXface_4/QuadDataOut_1_m2[9]:C,12411
Quad_1/QuadXface_4/QuadDataOut_1_m2[9]:D,
Quad_1/QuadXface_4/QuadDataOut_1_m2[9]:Y,12411
Analog_1/Ser2Par_1/S2P_CtrlAxis1_Data[1]:CLK,10575
Analog_1/Ser2Par_1/S2P_CtrlAxis1_Data[1]:D,15326
Analog_1/Ser2Par_1/S2P_CtrlAxis1_Data[1]:EN,7490
Analog_1/Ser2Par_1/S2P_CtrlAxis1_Data[1]:Q,10575
Analog_1/Ser2Par_1/S2P_CtrlAxis1_Data[1]:SLn,9714
Analog_1/StateMach_1/StateMachine.Serial2ParallelCLR_2_u:A,14255
Analog_1/StateMach_1/StateMachine.Serial2ParallelCLR_2_u:B,14227
Analog_1/StateMach_1/StateMachine.Serial2ParallelCLR_2_u:C,13061
Analog_1/StateMach_1/StateMachine.Serial2ParallelCLR_2_u:D,13955
Analog_1/StateMach_1/StateMachine.Serial2ParallelCLR_2_u:Y,13061
Analog_1/Ser2Par_1/S2P_CtrlAxis0_Data[9]:CLK,10994
Analog_1/Ser2Par_1/S2P_CtrlAxis0_Data[9]:D,15326
Analog_1/Ser2Par_1/S2P_CtrlAxis0_Data[9]:EN,7490
Analog_1/Ser2Par_1/S2P_CtrlAxis0_Data[9]:Q,10994
Analog_1/Ser2Par_1/S2P_CtrlAxis0_Data[9]:SLn,9714
Analog_1/DataBuf_1/RAM_1/ram_ram_0_1/CFG_15:C,10565
Analog_1/DataBuf_1/RAM_1/ram_ram_0_1/CFG_15:IPB,
Analog_1/DataBuf_1/RAM_1/ram_ram_0_1/CFG_15:IPC,10565
Quad_1/QuadXface_2/QuadLatch[3]:CLK,
Quad_1/QuadXface_2/QuadLatch[3]:D,15287
Quad_1/QuadXface_2/QuadLatch[3]:EN,12103
Quad_1/QuadXface_2/QuadLatch[3]:Q,
SSITop_2/un1_synchedtick:A,9833
SSITop_2/un1_synchedtick:B,11476
SSITop_2/un1_synchedtick:Y,9833
Quad_1/QuadXface_5/intLatch0Lat_1:A,12964
Quad_1/QuadXface_5/intLatch0Lat_1:B,11082
Quad_1/QuadXface_5/intLatch0Lat_1:C,14153
Quad_1/QuadXface_5/intLatch0Lat_1:Y,11082
ExpModLED_1/ShiftRegister0_3_i_m2_i_m2[2]:A,14333
ExpModLED_1/ShiftRegister0_3_i_m2_i_m2[2]:B,12913
ExpModLED_1/ShiftRegister0_3_i_m2_i_m2[2]:C,9180
ExpModLED_1/ShiftRegister0_3_i_m2_i_m2[2]:Y,9180
Quad_1/QuadXface_5/QuadCount[8]:CLK,10952
Quad_1/QuadXface_5/QuadCount[8]:D,10821
Quad_1/QuadXface_5/QuadCount[8]:Q,10952
Quad_1/QuadXface_5/QuadCount[8]:SLn,11847
CtrlIO_1/Axis1EnFlt1:ALn,-4495
CtrlIO_1/Axis1EnFlt1:CLK,15540
CtrlIO_1/Axis1EnFlt1:D,
CtrlIO_1/Axis1EnFlt1:EN,
CtrlIO_1/Axis1EnFlt1:Q,15540
DiscID_1/DiscExpID_1/ExpansionID2_1[11]:CLK,-12946
DiscID_1/DiscExpID_1/ExpansionID2_1[11]:D,15310
DiscID_1/DiscExpID_1/ExpansionID2_1[11]:EN,13010
DiscID_1/DiscExpID_1/ExpansionID2_1[11]:Q,-12946
ExpModLED_1/expLedDataOut_1_m2[2]:A,11614
ExpModLED_1/expLedDataOut_1_m2[2]:B,10580
ExpModLED_1/expLedDataOut_1_m2[2]:C,12952
ExpModLED_1/expLedDataOut_1_m2[2]:Y,10580
ExpModLED_1/ShiftRegister2[7]:CLK,
ExpModLED_1/ShiftRegister2[7]:D,15334
ExpModLED_1/ShiftRegister2[7]:EN,10421
ExpModLED_1/ShiftRegister2[7]:Q,
ExpModLED_1/ShiftRegister2[7]:SLn,11310
DIO8_1/d8DataOut_m2[11]:A,13299
DIO8_1/d8DataOut_m2[11]:B,12241
DIO8_1/d8DataOut_m2[11]:C,11046
DIO8_1/d8DataOut_m2[11]:D,
DIO8_1/d8DataOut_m2[11]:Y,11046
Analog_1/DataBuf_1/RAM_2/ram_ram_0_0/CFG_1:IPC,
Exp3Data_iobuf[0]/U0/U_IOINFF:A,
Exp3Data_iobuf[0]/U0/U_IOINFF:Y,
Quad_1/QuadXface_5/QuadDataOut_1_2[9]:A,
Quad_1/QuadXface_5/QuadDataOut_1_2[9]:B,12200
Quad_1/QuadXface_5/QuadDataOut_1_2[9]:C,13317
Quad_1/QuadXface_5/QuadDataOut_1_2[9]:D,
Quad_1/QuadXface_5/QuadDataOut_1_2[9]:Y,12200
Quad_1/QuadXface_6/QuadCount[2]:CLK,10763
Quad_1/QuadXface_6/QuadCount[2]:D,10927
Quad_1/QuadXface_6/QuadCount[2]:Q,10763
Quad_1/QuadXface_6/QuadCount[2]:SLn,11847
Quad_1/QuadXface_5/Latch0ArmedState_1[1]:A,-8429
Quad_1/QuadXface_5/Latch0ArmedState_1[1]:B,-3806
Quad_1/QuadXface_5/Latch0ArmedState_1[1]:C,14180
Quad_1/QuadXface_5/Latch0ArmedState_1[1]:D,
Quad_1/QuadXface_5/Latch0ArmedState_1[1]:Y,-8429
Analog_1/DataBuf_1/RAM_2/ram_ram_0_0/CFG_29:C,7995
Analog_1/DataBuf_1/RAM_2/ram_ram_0_0/CFG_29:IPC,7995
WDT_1/PUReg[5]:CLK,11776
WDT_1/PUReg[5]:EN,-4023
WDT_1/PUReg[5]:Q,11776
WDT_1/PUReg[5]:SLn,13795
SSITop_2/un171_data:A,161
SSITop_2/un171_data:B,3334
SSITop_2/un171_data:C,3417
SSITop_2/un171_data:D,3054
SSITop_2/un171_data:Y,161
MDTTop_2/un13_risingacountdisable_1:A,5819
MDTTop_2/un13_risingacountdisable_1:B,5770
MDTTop_2/un13_risingacountdisable_1:C,3602
MDTTop_2/un13_risingacountdisable_1:D,3472
MDTTop_2/un13_risingacountdisable_1:Y,3472
SSITop_2/DataValid_1:A,-6860
SSITop_2/DataValid_1:B,14236
SSITop_2/DataValid_1:C,14177
SSITop_2/DataValid_1:D,12897
SSITop_2/DataValid_1:Y,-6860
Exp1Data_iobuf[1]/U0/U_IOOUTFF:A,
Exp1Data_iobuf[1]/U0/U_IOOUTFF:Y,
Quad_1/QuadXface_2/QuadCount_RNITMV4A[8]:A,14028
Quad_1/QuadXface_2/QuadCount_RNITMV4A[8]:B,10840
Quad_1/QuadXface_2/QuadCount_RNITMV4A[8]:C,13812
Quad_1/QuadXface_2/QuadCount_RNITMV4A[8]:FCI,10688
Quad_1/QuadXface_2/QuadCount_RNITMV4A[8]:FCO,10688
Quad_1/QuadXface_2/QuadCount_RNITMV4A[8]:S,10821
MDTTop_1/un1_discoverIdDataOut_0_iv_8_RNO[14]:A,5959
MDTTop_1/un1_discoverIdDataOut_0_iv_8_RNO[14]:B,12843
MDTTop_1/un1_discoverIdDataOut_0_iv_8_RNO[14]:C,11730
MDTTop_1/un1_discoverIdDataOut_0_iv_8_RNO[14]:D,12402
MDTTop_1/un1_discoverIdDataOut_0_iv_8_RNO[14]:Y,5959
CtrlOut_2/OutputClock:CLK,13826
CtrlOut_2/OutputClock:D,10020
CtrlOut_2/OutputClock:Q,13826
WDT_1/WDTCounter[21]:ALn,13503
WDT_1/WDTCounter[21]:CLK,13005
WDT_1/WDTCounter[21]:D,13518
WDT_1/WDTCounter[21]:EN,11256
WDT_1/WDTCounter[21]:Q,13005
DIO8_1/D8OutputReg0[11]:ALn,-4495
DIO8_1/D8OutputReg0[11]:CLK,12185
DIO8_1/D8OutputReg0[11]:D,
DIO8_1/D8OutputReg0[11]:EN,-9145
DIO8_1/D8OutputReg0[11]:Q,12185
MDTTop_1/un1_discoverIdDataOut_0_iv_2[22]:A,12807
MDTTop_1/un1_discoverIdDataOut_0_iv_2[22]:B,13874
MDTTop_1/un1_discoverIdDataOut_0_iv_2[22]:C,
MDTTop_1/un1_discoverIdDataOut_0_iv_2[22]:D,12152
MDTTop_1/un1_discoverIdDataOut_0_iv_2[22]:Y,12152
ExpSigRoute_2/un1_serialmemorydatain_0_a2_RNI2PB4:A,
ExpSigRoute_2/un1_serialmemorydatain_0_a2_RNI2PB4:B,
ExpSigRoute_2/un1_serialmemorydatain_0_a2_RNI2PB4:Y,
DiscID_1/discoverIdDataOut_1[9]:A,17388
DiscID_1/discoverIdDataOut_1[9]:B,
DiscID_1/discoverIdDataOut_1[9]:C,17316
DiscID_1/discoverIdDataOut_1[9]:D,12527
DiscID_1/discoverIdDataOut_1[9]:Y,12527
Quad_1/QuadXface_5/Latch1Reg[14]:CLK,
Quad_1/QuadXface_5/Latch1Reg[14]:D,15287
Quad_1/QuadXface_5/Latch1Reg[14]:EN,13858
Quad_1/QuadXface_5/Latch1Reg[14]:Q,
Analog_1/Ser2Par_1/S2P_Data_6_1_0_wmux_0[5]:A,10689
Analog_1/Ser2Par_1/S2P_Data_6_1_0_wmux_0[5]:B,11723
Analog_1/Ser2Par_1/S2P_Data_6_1_0_wmux_0[5]:C,12056
Analog_1/Ser2Par_1/S2P_Data_6_1_0_wmux_0[5]:D,11751
Analog_1/Ser2Par_1/S2P_Data_6_1_0_wmux_0[5]:FCI,
Analog_1/Ser2Par_1/S2P_Data_6_1_0_wmux_0[5]:Y,10689
DIO8_1/State_Z[9]:ALn,13503
DIO8_1/State_Z[9]:CLK,12978
DIO8_1/State_Z[9]:D,10994
DIO8_1/State_Z[9]:Q,12978
Quad_1/QuadXface_5/intAccumOverflow_1_0_0_a2_0_5:A,9895
Quad_1/QuadXface_5/intAccumOverflow_1_0_0_a2_0_5:B,9845
Quad_1/QuadXface_5/intAccumOverflow_1_0_0_a2_0_5:Y,9845
DiscID_1/DiscExpID_1/ExpansionID0_1[9]:CLK,-12230
DiscID_1/DiscExpID_1/ExpansionID0_1[9]:D,15310
DiscID_1/DiscExpID_1/ExpansionID0_1[9]:EN,13010
DiscID_1/DiscExpID_1/ExpansionID0_1[9]:Q,-12230
Analog_1/DataBuf_1/RAM_2/ram_ram_0_1/CFG_27:C,7750
Analog_1/DataBuf_1/RAM_2/ram_ram_0_1/CFG_27:IPC,7750
Quad_1/QuadXface_3/QuadDataOut_1_m2_2[4]:A,11475
Quad_1/QuadXface_3/QuadDataOut_1_m2_2[4]:B,11401
Quad_1/QuadXface_3/QuadDataOut_1_m2_2[4]:C,
Quad_1/QuadXface_3/QuadDataOut_1_m2_2[4]:D,
Quad_1/QuadXface_3/QuadDataOut_1_m2_2[4]:Y,11401
SSITop_1/DelayTerminalCount[3]:CLK,12983
SSITop_1/DelayTerminalCount[3]:D,
SSITop_1/DelayTerminalCount[3]:EN,-7666
SSITop_1/DelayTerminalCount[3]:Q,12983
CtrlOut_1/State:CLK,13098
CtrlOut_1/State:D,12776
CtrlOut_1/State:Q,13098
CtrlOut_1/State:SLn,11847
DiscID_1/DiscExpID_1/ExpansionID3_1_RNIE2PS2[10]:A,-13111
DiscID_1/DiscExpID_1/ExpansionID3_1_RNIE2PS2[10]:B,-13083
DiscID_1/DiscExpID_1/ExpansionID3_1_RNIE2PS2[10]:Y,-13111
Quad_1/QuadXface_2/Latch0Reg[8]:CLK,
Quad_1/QuadXface_2/Latch0Reg[8]:D,15287
Quad_1/QuadXface_2/Latch0Reg[8]:EN,13858
Quad_1/QuadXface_2/Latch0Reg[8]:Q,
MDTTop_1/un1_discoverIdDataOut_0_iv_1[26]:A,11648
MDTTop_1/un1_discoverIdDataOut_0_iv_1[26]:B,
MDTTop_1/un1_discoverIdDataOut_0_iv_1[26]:C,9565
MDTTop_1/un1_discoverIdDataOut_0_iv_1[26]:D,
MDTTop_1/un1_discoverIdDataOut_0_iv_1[26]:Y,9565
MDTTop_1/un1_discoverIdDataOut_0_iv_9_RNO[12]:A,4730
MDTTop_1/un1_discoverIdDataOut_0_iv_9_RNO[12]:B,14942
MDTTop_1/un1_discoverIdDataOut_0_iv_9_RNO[12]:C,13829
MDTTop_1/un1_discoverIdDataOut_0_iv_9_RNO[12]:D,13335
MDTTop_1/un1_discoverIdDataOut_0_iv_9_RNO[12]:Y,4730
ExpModLED_1/StateMachine.ExpLEDLatch_4_f0_RNO:A,13113
ExpModLED_1/StateMachine.ExpLEDLatch_4_f0_RNO:B,12995
ExpModLED_1/StateMachine.ExpLEDLatch_4_f0_RNO:C,11814
ExpModLED_1/StateMachine.ExpLEDLatch_4_f0_RNO:D,10522
ExpModLED_1/StateMachine.ExpLEDLatch_4_f0_RNO:Y,10522
Quad_1/QuadXface_2/un1_ledstatuswrite_0:A,-11160
Quad_1/QuadXface_2/un1_ledstatuswrite_0:B,14123
Quad_1/QuadXface_2/un1_ledstatuswrite_0:C,-7054
Quad_1/QuadXface_2/un1_ledstatuswrite_0:Y,-11160
Quad_1/QuadXface_1/EdgeMode:CLK,
Quad_1/QuadXface_1/EdgeMode:D,-7004
Quad_1/QuadXface_1/EdgeMode:EN,-11206
Quad_1/QuadXface_1/EdgeMode:Q,
Quad_1/QuadXface_5/LatchedDec:CLK,12133
Quad_1/QuadXface_5/LatchedDec:D,-3837
Quad_1/QuadXface_5/LatchedDec:Q,12133
MDTTop_1/un1_discoverIdDataOut_0_iv_0_RNO[25]:A,8027
MDTTop_1/un1_discoverIdDataOut_0_iv_0_RNO[25]:B,12143
MDTTop_1/un1_discoverIdDataOut_0_iv_0_RNO[25]:C,14761
MDTTop_1/un1_discoverIdDataOut_0_iv_0_RNO[25]:D,11038
MDTTop_1/un1_discoverIdDataOut_0_iv_0_RNO[25]:Y,8027
Exp1Data_obuft[5]/U0/U_IOENFF:A,
Exp1Data_obuft[5]/U0/U_IOENFF:Y,
CtrlOut_1/un14_enable:A,12993
CtrlOut_1/un14_enable:B,14199
CtrlOut_1/un14_enable:C,14153
CtrlOut_1/un14_enable:Y,12993
CtrlIO_1/controlIoDataOut_1_m0_0_a2[31]:A,
CtrlIO_1/controlIoDataOut_1_m0_0_a2[31]:B,16548
CtrlIO_1/controlIoDataOut_1_m0_0_a2[31]:Y,16548
M_AX0_RET_DATA_ibuf/U0/U_IOPAD:PAD,6194
M_AX0_RET_DATA_ibuf/U0/U_IOPAD:Y,6194
ExpModLED_1/N_426_i:A,12104
ExpModLED_1/N_426_i:B,13086
ExpModLED_1/N_426_i:Y,12104
Quad_1/QuadXface_5/Latch0ArmedState[1]:CLK,13406
Quad_1/QuadXface_5/Latch0ArmedState[1]:D,-8429
Quad_1/QuadXface_5/Latch0ArmedState[1]:Q,13406
Quad_1/QuadXface_1/QuadCount_RNIBBGS3[3]:A,13933
Quad_1/QuadXface_1/QuadCount_RNIBBGS3[3]:B,10745
Quad_1/QuadXface_1/QuadCount_RNIBBGS3[3]:C,13727
Quad_1/QuadXface_1/QuadCount_RNIBBGS3[3]:FCI,10688
Quad_1/QuadXface_1/QuadCount_RNIBBGS3[3]:FCO,10688
Quad_1/QuadXface_1/QuadCount_RNIBBGS3[3]:S,10910
SSITop_1/ShiftCounter[5]:CLK,12968
SSITop_1/ShiftCounter[5]:D,12793
SSITop_1/ShiftCounter[5]:EN,12871
SSITop_1/ShiftCounter[5]:Q,12968
Quad_1/QuadXface_5/FallingLatch0:CLK,12964
Quad_1/QuadXface_5/FallingLatch0:D,14227
Quad_1/QuadXface_5/FallingLatch0:Q,12964
MDTTop_1/un1_discoverIdDataOut_0_iv_4[27]:A,12860
MDTTop_1/un1_discoverIdDataOut_0_iv_4[27]:B,3927
MDTTop_1/un1_discoverIdDataOut_0_iv_4[27]:C,15973
MDTTop_1/un1_discoverIdDataOut_0_iv_4[27]:D,12205
MDTTop_1/un1_discoverIdDataOut_0_iv_4[27]:Y,3927
Quad_1/QuadXface_4/intAccumOverflow_1_0_a3_5:A,9795
Quad_1/QuadXface_4/intAccumOverflow_1_0_a3_5:B,9704
Quad_1/QuadXface_4/intAccumOverflow_1_0_a3_5:Y,9704
Quad_1/QuadXface_1/QuadDataOut_1_m2_2[10]:A,13552
Quad_1/QuadXface_1/QuadDataOut_1_m2_2[10]:B,13493
Quad_1/QuadXface_1/QuadDataOut_1_m2_2[10]:C,
Quad_1/QuadXface_1/QuadDataOut_1_m2_2[10]:D,
Quad_1/QuadXface_1/QuadDataOut_1_m2_2[10]:Y,13493
Decode_1/un1_discoverIdDataOut_iv_8[0]:A,6907
Decode_1/un1_discoverIdDataOut_iv_8[0]:B,14872
Decode_1/un1_discoverIdDataOut_iv_8[0]:C,11572
Decode_1/un1_discoverIdDataOut_iv_8[0]:D,5689
Decode_1/un1_discoverIdDataOut_iv_8[0]:Y,5689
SerMemInt_1/StateMachine_RNO_0[11]:A,13067
SerMemInt_1/StateMachine_RNO_0[11]:B,13023
SerMemInt_1/StateMachine_RNO_0[11]:C,12907
SerMemInt_1/StateMachine_RNO_0[11]:D,9384
SerMemInt_1/StateMachine_RNO_0[11]:Y,9384
Quad_1/QuadXface_3/QuadDataOut_1_m2[14]:A,14560
Quad_1/QuadXface_3/QuadDataOut_1_m2[14]:B,14419
Quad_1/QuadXface_3/QuadDataOut_1_m2[14]:C,13310
Quad_1/QuadXface_3/QuadDataOut_1_m2[14]:D,
Quad_1/QuadXface_3/QuadDataOut_1_m2[14]:Y,13310
Analog_1/StateMach_1/un3_preinterconversiondelaytc_0_0_1_1:A,11868
Analog_1/StateMach_1/un3_preinterconversiondelaytc_0_0_1_1:B,10726
Analog_1/StateMach_1/un3_preinterconversiondelaytc_0_0_1_1:C,11721
Analog_1/StateMach_1/un3_preinterconversiondelaytc_0_0_1_1:D,11591
Analog_1/StateMach_1/un3_preinterconversiondelaytc_0_0_1_1:Y,10726
Quad_1/QuadXface_4/Latch0Reg[7]:CLK,
Quad_1/QuadXface_4/Latch0Reg[7]:D,15287
Quad_1/QuadXface_4/Latch0Reg[7]:EN,13858
Quad_1/QuadXface_4/Latch0Reg[7]:Q,
Quad_1/QuadXface_3/QuadLatch[4]:CLK,
Quad_1/QuadXface_3/QuadLatch[4]:D,15287
Quad_1/QuadXface_3/QuadLatch[4]:EN,12103
Quad_1/QuadXface_3/QuadLatch[4]:Q,
MDTTop_1/Edge[0]:CLK,5664
MDTTop_1/Edge[0]:D,2980
MDTTop_1/Edge[0]:Q,5664
SerMemInt_1/MemoryAddress[0]:CLK,6311
SerMemInt_1/MemoryAddress[0]:D,
SerMemInt_1/MemoryAddress[0]:EN,
SerMemInt_1/MemoryAddress[0]:Q,6311
Quad_1/QuadXface_5/QuadDataOut_1[13]:A,13771
Quad_1/QuadXface_5/QuadDataOut_1[13]:B,14777
Quad_1/QuadXface_5/QuadDataOut_1[13]:C,13604
Quad_1/QuadXface_5/QuadDataOut_1[13]:D,12267
Quad_1/QuadXface_5/QuadDataOut_1[13]:Y,12267
Analog_1/DataBuf_1/RAM_1/ram_ram_0_1/FF_23:IPENn,
DiscID_1/DiscExpID_1/un30_shiftenable_0_a2:A,13010
DiscID_1/DiscExpID_1/un30_shiftenable_0_a2:B,13463
DiscID_1/DiscExpID_1/un30_shiftenable_0_a2:C,13353
DiscID_1/DiscExpID_1/un30_shiftenable_0_a2:Y,13010
SerMemInt_1/ShiftEnable_RNO_4:A,12017
SerMemInt_1/ShiftEnable_RNO_4:B,11967
SerMemInt_1/ShiftEnable_RNO_4:C,10927
SerMemInt_1/ShiftEnable_RNO_4:D,8566
SerMemInt_1/ShiftEnable_RNO_4:Y,8566
MDTTop_1/un1_discoverIdDataOut_0_iv_11_RNO[9]:A,5980
MDTTop_1/un1_discoverIdDataOut_0_iv_11_RNO[9]:B,14928
MDTTop_1/un1_discoverIdDataOut_0_iv_11_RNO[9]:C,13886
MDTTop_1/un1_discoverIdDataOut_0_iv_11_RNO[9]:D,13455
MDTTop_1/un1_discoverIdDataOut_0_iv_11_RNO[9]:Y,5980
ClkCtrl_1/EnableCount[0]:ALn,
ClkCtrl_1/EnableCount[0]:CLK,14104
ClkCtrl_1/EnableCount[0]:D,14248
ClkCtrl_1/EnableCount[0]:Q,14104
Decode_1/ssiDataOut1_m_0[28]:A,14862
Decode_1/ssiDataOut1_m_0[28]:B,6650
Decode_1/ssiDataOut1_m_0[28]:Y,6650
Analog_1/DataBuf_1/RAM_1/ram_ram_0_1/FF_30:IPENn,
MDTTop_2/PWMMagnetFaultLatch_1:A,5678
MDTTop_2/PWMMagnetFaultLatch_1:B,5886
MDTTop_2/PWMMagnetFaultLatch_1:C,4597
MDTTop_2/PWMMagnetFaultLatch_1:D,4630
MDTTop_2/PWMMagnetFaultLatch_1:Y,4597
Quad_1/QuadXface_6/un3_capturehomecounts_0_o2_1_0:A,12166
Quad_1/QuadXface_6/un3_capturehomecounts_0_o2_1_0:B,12116
Quad_1/QuadXface_6/un3_capturehomecounts_0_o2_1_0:C,13322
Quad_1/QuadXface_6/un3_capturehomecounts_0_o2_1_0:D,13179
Quad_1/QuadXface_6/un3_capturehomecounts_0_o2_1_0:Y,12116
Quad_1/QuadXface_1/QuadDataOut_1_m2_2[1]:A,12467
Quad_1/QuadXface_1/QuadDataOut_1_m2_2[1]:B,12332
Quad_1/QuadXface_1/QuadDataOut_1_m2_2[1]:C,
Quad_1/QuadXface_1/QuadDataOut_1_m2_2[1]:D,
Quad_1/QuadXface_1/QuadDataOut_1_m2_2[1]:Y,12332
DATA_iobuf[22]/U0/U_IOINFF:A,
DATA_iobuf[22]/U0/U_IOINFF:Y,
SerMemInt_1/StateMachine_ns_0_0_o2_2[3]:A,7317
SerMemInt_1/StateMachine_ns_0_0_o2_2[3]:B,7288
SerMemInt_1/StateMachine_ns_0_0_o2_2[3]:Y,7288
Quad_1/QuadXface_4/QuadDataOut_1_m2_2[11]:A,13282
Quad_1/QuadXface_4/QuadDataOut_1_m2_2[11]:B,13282
Quad_1/QuadXface_4/QuadDataOut_1_m2_2[11]:C,
Quad_1/QuadXface_4/QuadDataOut_1_m2_2[11]:D,
Quad_1/QuadXface_4/QuadDataOut_1_m2_2[11]:Y,13282
DIO8_1/ExpD8_DataIn_3_0_a2_2:A,8420
DIO8_1/ExpD8_DataIn_3_0_a2_2:B,
DIO8_1/ExpD8_DataIn_3_0_a2_2:C,11414
DIO8_1/ExpD8_DataIn_3_0_a2_2:Y,8420
SerMemInt_1/un99_slowenable:A,12594
SerMemInt_1/un99_slowenable:B,13021
SerMemInt_1/un99_slowenable:Y,12594
ExpSigRoute_1/un1_expa_clk_u_0_a2_1[5]:A,
ExpSigRoute_1/un1_expa_clk_u_0_a2_1[5]:B,
ExpSigRoute_1/un1_expa_clk_u_0_a2_1[5]:C,
ExpSigRoute_1/un1_expa_clk_u_0_a2_1[5]:Y,
Quad_1/QuadXface_4/QuadLatch[2]:CLK,
Quad_1/QuadXface_4/QuadLatch[2]:D,15287
Quad_1/QuadXface_4/QuadLatch[2]:EN,12103
Quad_1/QuadXface_4/QuadLatch[2]:Q,
Decode_1/un1_discoverIdDataOut_0_iv_1[8]:A,11436
Decode_1/un1_discoverIdDataOut_0_iv_1[8]:B,6613
Decode_1/un1_discoverIdDataOut_0_iv_1[8]:C,
Decode_1/un1_discoverIdDataOut_0_iv_1[8]:D,12379
Decode_1/un1_discoverIdDataOut_0_iv_1[8]:Y,6613
Quad_1/QuadXface_6/LatchedDec_1_0_0_x2:A,-3753
Quad_1/QuadXface_6/LatchedDec_1_0_0_x2:B,-3837
Quad_1/QuadXface_6/LatchedDec_1_0_0_x2:Y,-3837
DIO8_1/IntDout_3_1_0_wmux[16]:A,10827
DIO8_1/IntDout_3_1_0_wmux[16]:B,10501
DIO8_1/IntDout_3_1_0_wmux[16]:C,12291
DIO8_1/IntDout_3_1_0_wmux[16]:D,11986
DIO8_1/IntDout_3_1_0_wmux[16]:FCO,
DIO8_1/IntDout_3_1_0_wmux[16]:Y,10501
Analog_1/DataBuf_1/RAM_2/ram_ram_0_0/CFG_30:C,7968
Analog_1/DataBuf_1/RAM_2/ram_ram_0_0/CFG_30:IPC,7968
Decode_1/un3_cpuledread_0_a2_0_RNI3T6P:A,12416
Decode_1/un3_cpuledread_0_a2_0_RNI3T6P:B,12343
Decode_1/un3_cpuledread_0_a2_0_RNI3T6P:C,9967
Decode_1/un3_cpuledread_0_a2_0_RNI3T6P:D,11972
Decode_1/un3_cpuledread_0_a2_0_RNI3T6P:Y,9967
Quad_1/QuadXface_5/BBreak:CLK,
Quad_1/QuadXface_5/BBreak:D,15334
Quad_1/QuadXface_5/BBreak:EN,12103
Quad_1/QuadXface_5/BBreak:Q,
MDTTop_1/un1_discoverIdDataOut_0_iv_11[18]:A,7230
MDTTop_1/un1_discoverIdDataOut_0_iv_11[18]:B,8194
MDTTop_1/un1_discoverIdDataOut_0_iv_11[18]:C,12180
MDTTop_1/un1_discoverIdDataOut_0_iv_11[18]:D,6998
MDTTop_1/un1_discoverIdDataOut_0_iv_11[18]:Y,6998
Decode_1/un1_exp0quadledstatusread_0_a2:A,7819
Decode_1/un1_exp0quadledstatusread_0_a2:B,5520
Decode_1/un1_exp0quadledstatusread_0_a2:Y,5520
Exp2Data_obuft[5]/U0/U_IOPAD:D,
Exp2Data_obuft[5]/U0/U_IOPAD:E,
Exp2Data_obuft[5]/U0/U_IOPAD:PAD,
QA0_RegY_NegLmt_ibuf/U0/U_IOPAD:PAD,
QA0_RegY_NegLmt_ibuf/U0/U_IOPAD:Y,
SSITop_1/TransducerSelect[1]:CLK,14281
SSITop_1/TransducerSelect[1]:D,
SSITop_1/TransducerSelect[1]:EN,-7390
SSITop_1/TransducerSelect[1]:Q,14281
MDTTop_1/State_RNO[2]:A,-3689
MDTTop_1/State_RNO[2]:B,5871
MDTTop_1/State_RNO[2]:C,3352
MDTTop_1/State_RNO[2]:D,3508
MDTTop_1/State_RNO[2]:Y,-3689
ExpModLED_1/un1_synchedtick_2_i_0_o2:A,10658
ExpModLED_1/un1_synchedtick_2_i_0_o2:B,10575
ExpModLED_1/un1_synchedtick_2_i_0_o2:C,10522
ExpModLED_1/un1_synchedtick_2_i_0_o2:Y,10522
CtrlOut_2/ShiftRegister[8]:CLK,14235
CtrlOut_2/ShiftRegister[8]:D,12813
CtrlOut_2/ShiftRegister[8]:EN,12700
CtrlOut_2/ShiftRegister[8]:Q,14235
Quad_1/QuadXface_1/QuadDataOut_1_1_0_wmux[4]:A,12936
Quad_1/QuadXface_1/QuadDataOut_1_1_0_wmux[4]:B,12722
Quad_1/QuadXface_1/QuadDataOut_1_1_0_wmux[4]:C,11462
Quad_1/QuadXface_1/QuadDataOut_1_1_0_wmux[4]:D,
Quad_1/QuadXface_1/QuadDataOut_1_1_0_wmux[4]:FCO,
Quad_1/QuadXface_1/QuadDataOut_1_1_0_wmux[4]:Y,11462
Analog_1/StateMach_1/InterConversionDelayCNTR[7]:CLK,10358
Analog_1/StateMach_1/InterConversionDelayCNTR[7]:D,9528
Analog_1/StateMach_1/InterConversionDelayCNTR[7]:EN,9726
Analog_1/StateMach_1/InterConversionDelayCNTR[7]:Q,10358
Quad_1/QuadXface_5/QH[2]:CLK,10771
Quad_1/QuadXface_5/QH[2]:D,15318
Quad_1/QuadXface_5/QH[2]:Q,10771
MDTTop_2/CounterOverFlowRetrigger_RNO_0:A,2598
MDTTop_2/CounterOverFlowRetrigger_RNO_0:B,-5975
